postcode,lat,lon,sub_category
KT22 8UH,51.295148,-0.324443,TRAD_TO_SMART_MEX
EX7 0JQ,50.564535,-3.472889,POWER_CYCLE
SW8 1QD,51.482162,-0.118547,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
DD10 9RF,56.699264,-2.475285,POWER_CYCLE
DD6 8SR,56.401053,-3.005748,SMART_TO_SMART_MEX
TN12 6PY,51.19743,0.395187,THREE_PHASE
DL16 7HR,54.676997,-1.592885,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
SW8 2HS,51.478916,-0.12699,SMART_TO_SMART_MEX
LL36 9NH,52.625861,-4.100262,TRAD_TO_SMART_MEX
HU12 9TT,53.710498,-0.11135,METER_REMOVAL
DL7 0RB,54.326781,-1.536637,POWER_CYCLE
G66 4BY,55.924808,-4.165945,METER_MOVE
SL4 4LE,51.478374,-0.654893,SMART_TO_SMART_MEX
GU22 0BD,51.305043,-0.568757,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
NW1 8UG,51.53992,-0.157019,POWER_CYCLE
TW7 6ST,51.469425,-0.332234,MEDIUM_PRESSURE
KA14 3BU,55.73635,-4.668175,TRAD_TO_SMART_MEX
CR0 8HS,51.374447,-0.032014,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
FY8 5NF,53.73818,-2.964042,SMART_TO_SMART_MEX
GU2 9SL,51.255109,-0.595573,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
WR14 2UA,52.120867,-2.321494,SMART_TO_SMART_MEX
ML7 4LP,55.840915,-3.884744,TRAD_TO_SMART_MEX
SO23 0PD,51.063007,-1.298886,TRACE_AND_LABEL
GU24 0BF,51.291388,-0.643282,POWER_CYCLE
S75 5RZ,53.588125,-1.520678,SMART_TO_SMART_MEX
ME10 1SJ,51.329929,0.721319,SMART_TO_SMART_MEX
GU4 7HB,51.25512,-0.537706,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
EH53 0NJ,55.906824,-3.495856,POWER_CYCLE
RG9 5JJ,51.527869,-0.976746,COMMS_HUB_REPLACEMENT
TA6 4EG,51.128941,-2.977261,POWER_CYCLE
LN12 2JA,53.306076,0.283709,SMART_TO_SMART_MEX
FY4 1RP,53.78242,-3.056876,COMMS_HUB_REPLACEMENT
E9 7AN,51.542407,-0.045629,COMMS_HUB_REPLACEMENT
BD23 3PS,53.980711,-2.076022,SMART_TO_SMART_MEX
CB6 2FB,52.387346,0.117905,THREE_PHASE
CV31 1BE,52.287588,-1.527224,POWER_CYCLE
TN8 7AS,51.217795,0.163323,METER_REMOVAL
EH10 6DG,55.921629,-3.206313,THREE_PHASE
RH19 2BP,51.137288,-0.016828,TRAD_TO_SMART_MEX
SR7 8RR,54.803077,-1.355691,TRAD_TO_SMART_MEX
PL15 9QH,50.580981,-4.390741,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
DY5 2QW,52.46122,-2.128266,POWER_CYCLE
SW16 6HZ,51.422905,-0.134013,TRAD_TO_SMART_MEX
RH3 7JU,51.227772,-0.281475,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
SW2 4TX,51.439918,-0.125521,SMART_TO_SMART_MEX
DH4 5PY,54.841893,-1.484378,TRAD_TO_SMART_MEX
DN17 4GL,53.60414,-0.829183,COMMS_HUB_REPLACEMENT
EX12 2HT,50.70767,-3.082841,POWER_CYCLE
IP26 4PP,52.521903,0.54845,TRAD_TO_SMART_MEX
RH20 4QN,50.923865,-0.462118,POWER_CYCLE
RH3 7BP,51.252958,-0.265418,SMART_TO_SMART_MEX
EH44 6HA,55.619503,-3.062205,MEDIUM_PRESSURE
HP8 4DA,51.627767,-0.582536,SMART_TO_SMART_MEX
DE73 6UD,52.864306,-1.437574,SMART_TO_SMART_MEX
TN12 0FN,51.169169,0.558382,POWER_CYCLE
CF14 7BR,51.518059,-3.227675,TRACE_AND_LABEL
HP6 6BP,51.68315,-0.601463,TRAD_TO_SMART_MEX
NW6 4BB,51.541245,-0.180861,TRACE_AND_LABEL
NE65 9RR,55.29733,-1.6105,POWER_CYCLE
PH23 3AD,57.281287,-3.811486,TRAD_TO_SMART_MEX
CV9 3EG,52.654649,-1.563475,METER_REMOVAL
EH47 0EF,55.866375,-3.693068,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
SA70 7NP,51.668315,-4.708112,TRAD_TO_SMART_MEX
SO53 1LJ,50.995569,-1.382922,POWER_CYCLE
BB18 6TD,53.906294,-2.150241,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
E17 9AG,51.579567,-0.019008,COMMS_HUB_REPLACEMENT
WV11 2GA,52.626284,-2.059271,SMART_TO_SMART_MEX
GL7 5QU,51.677371,-1.85232,SMART_TO_SMART_MEX
SN4 7FG,51.536392,-1.898855,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
YO41 5PX,53.948989,-0.882386,NEW_CONNECTION
E6 1QF,51.532829,0.041538,SMART_TO_SMART_MEX
PH10 6TL,56.581453,-3.334081,TRACE_AND_LABEL
BS23 4NG,51.331232,-2.980615,TRACE_AND_LABEL
PA4 8XW,55.874347,-4.376151,NEW_CONNECTION
IP13 0RA,52.153498,1.363331,TRAD_TO_SMART_MEX
BN3 3TP,50.831767,-0.168777,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
M33 5DX,53.422374,-2.347186,SMART_TO_SMART_MEX
LA2 9HZ,54.077699,-2.712003,SMART_TO_SMART_MEX
DD8 4NG,56.679639,-3.013637,SMART_TO_SMART_MEX
IV30 5NF,57.663358,-3.326597,SMART_TO_SMART_MEX
LS23 6JQ,53.89016,-1.351763,SMART_TO_SMART_MEX
PO35 5YE,50.691904,-1.085754,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
DG1 3HZ,55.070328,-3.584919,TRAD_TO_SMART_MEX
RG6 4HJ,51.423679,-0.942419,TRAD_TO_SMART_MEX
ME17 4ES,51.233119,0.498736,NEW_CONNECTION
ST7 8QA,53.057888,-2.29219,SMART_TO_SMART_MEX
S71 5ER,53.546447,-1.41572,TRAD_TO_SMART_MEX
B74 2SP,52.579479,-1.838702,SMART_TO_SMART_MEX
EH12 8XN,55.951784,-3.299993,THREE_PHASE
EH26 8EX,55.833878,-3.215697,TRAD_TO_SMART_MEX
PL13 2BJ,50.353426,-4.458507,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
AB42 5GB,57.524116,-2.006297,TRAD_TO_SMART_MEX
ML6 0BQ,55.866935,-3.987889,SMART_TO_SMART_MEX
PR5 6HL,53.72938,-2.640819,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
SM3 9SE,51.374516,-0.217809,SMART_TO_SMART_MEX
OL12 0QU,53.625958,-2.164135,TRAD_TO_SMART_MEX
ME3 7JR,51.427145,0.464425,SMART_TO_SMART_MEX
LL57 2EW,53.227315,-4.136939,SMART_TO_SMART_MEX
GL10 3NX,51.728825,-2.289036,SMART_TO_SMART_MEX
EH28 8JZ,55.925258,-3.376101,TRAD_TO_SMART_MEX
BS40 7TN,51.325619,-2.718015,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
PE8 6TF,52.505546,-0.417119,SMART_TO_SMART_MEX
DN9 2DR,53.486333,-0.864413,SMART_TO_SMART_MEX
CO10 7NP,52.010985,0.722127,TRACE_AND_LABEL
SG19 1HR,52.130461,-0.297793,THREE_PHASE
NR15 2LU,52.505938,1.294759,THREE_PHASE
LE67 3PB,52.718278,-1.3678,THREE_PHASE
NE46 4QD,54.991898,-2.114453,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
BA1 2SA,51.388551,-2.364288,SMART_TO_SMART_MEX
HD3 4AA,53.650465,-1.808599,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
LA13 9NP,54.11327,-3.203246,SMART_TO_SMART_MEX
BS28 4HG,51.226653,-2.813011,MEDIUM_PRESSURE
DE72 3QE,52.893582,-1.337526,TRAD_TO_SMART_MEX
S75 4ES,53.564933,-1.575022,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
OL9 9TD,53.546358,-2.163826,SMART_TO_SMART_MEX
CB1 3UF,52.189027,0.1657,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
KW14 7XQ,58.584886,-3.584547,SMART_TO_SMART_MEX
PR5 0JT,53.735964,-2.621654,TRAD_TO_SMART_MEX
KA8 8DU,55.470893,-4.6302,MEDIUM_PRESSURE
HP2 7JU,51.775839,-0.440098,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
ME8 9BX,51.358286,0.60265,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
EH26 0GW,55.842176,-3.22977,SMART_TO_SMART_MEX
EX31 3GY,51.064073,-4.081297,METER_REMOVAL
M11 3LH,53.475414,-2.198476,SMART_TO_SMART_MEX
TW11 0HG,51.425337,-0.337407,SMART_TO_SMART_MEX
SK6 2EE,53.418396,-2.127642,SMART_TO_SMART_MEX
PA77 6UZ,56.517396,-6.899996,METER_REMOVAL
TN9 1PE,51.197213,0.280992,THREE_PHASE
GU7 1QE,51.180251,-0.614802,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
RG27 0FL,51.302575,-1.054984,SMART_TO_SMART_MEX
G84 7ES,56.0055,-4.725084,SMART_TO_SMART_MEX
GU3 3ER,51.251173,-0.623061,SMART_TO_SMART_MEX
E2 7RA,51.529554,-0.073731,TRAD_TO_SMART_MEX
GU1 2NB,51.243861,-0.546315,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
LA7 7LJ,54.215485,-2.802519,TRAD_TO_SMART_MEX
DN5 0SF,53.556332,-1.127185,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
NE25 0HU,55.066854,-1.514264,TRAD_TO_SMART_MEX
CF31 1JN,51.509539,-3.578378,SMART_TO_SMART_MEX
PL20 6SL,50.540821,-3.978568,SMART_TO_SMART_MEX
TD15 2WQ,55.75823,-2.023471,MEDIUM_PRESSURE
RH20 1HA,50.934049,-0.570056,SMART_TO_SMART_MEX
SY23 4LB,52.367029,-3.961392,THREE_PHASE
BS40 7SN,51.325635,-2.712562,NEW_CONNECTION
NP25 4BG,51.774606,-2.805068,SMART_TO_SMART_MEX
NN7 4BD,52.227592,-0.983235,TRACE_AND_LABEL
NE38 9ED,54.881744,-1.544034,SMART_TO_SMART_MEX
CF62 6QL,51.393847,-3.301532,POWER_CYCLE
BD10 8PA,53.839683,-1.729976,SMART_TO_SMART_MEX
DD11 2QJ,56.571616,-2.622856,TRAD_TO_SMART_MEX
CH42 9PG,53.372874,-3.040893,SMART_TO_SMART_MEX
S17 3EH,53.329071,-1.540326,TRAD_TO_SMART_MEX
PO36 0LA,50.654955,-1.202686,POWER_CYCLE
IP15 5PD,52.160598,1.581137,SMART_TO_SMART_MEX
SA44 5BP,52.0438,-4.348194,POWER_CYCLE
PE29 1AP,52.339646,-0.168837,TRAD_TO_SMART_MEX
NG5 2AW,52.974412,-1.152676,POWER_CYCLE
SK9 3UG,53.341523,-2.212377,SMART_TO_SMART_MEX
NR17 2FD,52.525322,1.034559,TRAD_TO_SMART_MEX
BN2 4DP,50.838975,-0.113699,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
NN14 1SW,52.370034,-0.814726,POWER_CYCLE
BB10 4NP,53.785813,-2.216788,MEDIUM_PRESSURE
RH20 3EP,50.944784,-0.425143,SMART_TO_SMART_MEX
EX23 9QT,50.873342,-4.487983,TRAD_TO_SMART_MEX
KT6 7EY,51.375178,-0.292504,THREE_PHASE
S10 2GJ,53.379113,-1.487745,SMART_TO_SMART_MEX
TD14 5PE,55.888202,-2.160302,POWER_CYCLE
IV14 9AE,57.606277,-4.525821,METER_REMOVAL
DD10 8TX,56.710346,-2.45958,SMART_TO_SMART_MEX
GL6 9DZ,51.706092,-2.194305,TRAD_TO_SMART_MEX
PH26 3NX,57.302583,-3.667822,TRACE_AND_LABEL
LS17 9NN,53.859512,-1.506986,POWER_CYCLE
RG12 9JF,51.408126,-0.745714,NEW_CONNECTION
GU30 7ET,51.073316,-0.802446,TRAD_TO_SMART_MEX
SW15 2QT,51.458232,-0.205098,SMART_TO_SMART_MEX
HP2 7JU,51.775839,-0.440098,METER_REMOVAL
RH1 3JD,51.260722,-0.141979,POWER_CYCLE
N5 1TL,51.555331,-0.099964,TRAD_TO_SMART_MEX
DG8 8LH,54.701562,-4.364695,POWER_CYCLE
LA1 2JP,54.064154,-2.807054,TRAD_TO_SMART_MEX
FK2 0FS,55.971946,-3.708686,TRAD_TO_SMART_MEX
KY15 7SW,56.275288,-3.079975,SMART_TO_SMART_MEX
PE33 9QR,52.569763,0.490378,POWER_CYCLE
FK10 3NX,56.127108,-3.774351,TRAD_TO_SMART_MEX
LS8 1LG,53.834542,-1.517718,METER_REMOVAL
B36 8NG,52.501286,-1.800607,SMART_TO_SMART_MEX
WV12 5PH,52.603218,-2.033179,TRAD_TO_SMART_MEX
NE10 9SA,54.939423,-1.575114,METER_MOVE
G83 9EB,55.992722,-4.566254,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
BA12 6NF,51.080024,-2.316805,SMART_TO_SMART_MEX
NE13 8BB,55.015265,-1.680825,THREE_PHASE
PH26 3LY,57.304732,-3.684834,POWER_CYCLE
BN15 9NZ,50.83321,-0.326525,TRAD_TO_SMART_MEX
NG18 5JS,53.143262,-1.223275,SMART_TO_SMART_MEX
GU31 5HQ,51.007904,-0.851393,POWER_CYCLE
SM4 6AA,51.39781,-0.184663,TRAD_TO_SMART_MEX
N21 3JQ,51.631403,-0.094692,POWER_CYCLE
LA3 1AU,54.062496,-2.878174,TRACE_AND_LABEL
EX31 4RR,51.111714,-3.961067,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
IP12 3DR,52.079675,1.324271,TRAD_TO_SMART_MEX
GU15 2DY,51.33438,-0.726439,THREE_PHASE
NE32 3PS,54.98233,-1.485846,NEW_CONNECTION
BA4 4LD,51.203091,-2.478703,SMART_TO_SMART_MEX
OX26 6HB,51.892492,-1.147655,THREE_PHASE
CO2 9LD,51.869557,0.875416,TRACE_AND_LABEL
CT19 5DB,51.089142,1.170625,SMART_TO_SMART_MEX
KY10 2AY,56.206044,-2.763879,METER_REMOVAL
B98 0SJ,52.303779,-1.882792,POWER_CYCLE
SK23 6DQ,53.337391,-1.937277,POWER_CYCLE
TW15 3SF,51.426013,-0.477886,POWER_CYCLE
DY12 1NP,52.399061,-2.309037,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
BS21 7UB,51.432487,-2.870322,SMART_TO_SMART_MEX
SW11 6AD,51.454986,-0.155865,SMART_TO_SMART_MEX
CM19 5RH,51.74862,0.068451,TRAD_TO_SMART_MEX
ME20 7FQ,51.294788,0.476293,SMART_TO_SMART_MEX
CW1 2BA,53.100339,-2.437662,SMART_TO_SMART_MEX
CT11 9PP,51.337258,1.405242,SMART_TO_SMART_MEX
EX32 7RJ,51.085202,-4.043569,TRAD_TO_SMART_MEX
HG3 2DJ,54.023882,-1.568549,SMART_TO_SMART_MEX
LN7 6EB,53.502293,-0.427473,COMMS_HUB_REPLACEMENT
L32 0RD,53.485281,-2.904106,POWER_CYCLE
AB15 8FT,57.13305,-2.209793,COMMS_HUB_REPLACEMENT
S32 2HE,53.30071,-1.627749,COMMS_HUB_REPLACEMENT
NG24 2NN,53.10375,-0.782406,SMART_TO_SMART_MEX
SM5 2PQ,51.364613,-0.17211,COMMS_HUB_REPLACEMENT
GU52 7TX,51.269844,-0.839045,METER_MOVE
SE22 0HQ,51.453104,-0.063655,COMMS_HUB_REPLACEMENT
NW2 2RT,51.55692,-0.209942,METER_MOVE
S71 2RF,53.570969,-1.446456,POWER_CYCLE
SO21 2BA,51.028265,-1.330851,POWER_CYCLE
SY20 9TT,52.656894,-3.848196,COMMS_HUB_REPLACEMENT
NE65 0WR,55.340047,-1.610081,SMART_TO_SMART_MEX
EH20 9DF,55.873591,-3.149108,NEW_CONNECTION
SE15 3BE,51.45851,-0.052368,TRAD_TO_SMART_MEX
DD11 5JU,56.574138,-2.572724,TRAD_TO_SMART_MEX
BD23 5BS,54.073666,-2.014421,TRAD_TO_SMART_MEX
S40 1JD,53.238001,-1.459959,POWER_CYCLE
HD9 2PS,53.565929,-1.804134,NEW_CONNECTION
GU5 9RH,51.193728,-0.441807,COMMS_HUB_REPLACEMENT
TW10 6PL,51.457482,-0.297721,TRAD_TO_SMART_MEX
TQ9 6AG,50.460953,-3.717187,THREE_PHASE
CO9 1GW,51.933954,0.592007,POWER_CYCLE
PL20 6AW,50.487393,-4.080437,POWER_CYCLE
BB3 1HA,53.70486,-2.475376,COMMS_HUB_REPLACEMENT
EN10 6FU,51.722823,-0.031097,POWER_CYCLE
PL1 3LP,50.367397,-4.15787,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
DD4 9JR,56.487633,-2.935007,SMART_TO_SMART_MEX
LL43 2AH,52.77734,-4.085768,POWER_CYCLE
EX23 8EP,50.825242,-4.540466,TRAD_TO_SMART_MEX
SW9 8AN,51.462052,-0.120641,TRACE_AND_LABEL
BA1 7DD,51.401482,-2.329702,TRACE_AND_LABEL
HU3 5BB,53.741437,-0.381245,POWER_CYCLE
NG23 6BG,53.11066,-0.857341,POWER_CYCLE
EH4 1EA,55.957673,-3.216035,THREE_PHASE
TR11 5PJ,50.137891,-5.158598,SMART_TO_SMART_MEX
DE3 9XA,52.911427,-1.521307,POWER_CYCLE
S70 5RR,53.514881,-1.476353,POWER_CYCLE
OX16 9DG,52.047969,-1.33886,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
SG19 2SA,52.142213,-0.298683,ISOLATOR_SWITCH
G77 5UY,55.759079,-4.348812,POWER_CYCLE
IP28 8DW,52.374206,0.467017,COMMS_HUB_REPLACEMENT
W3 8AQ,51.503005,-0.269672,SMART_TO_SMART_MEX
G46 7SJ,55.804778,-4.318481,SMART_TO_SMART_MEX
CO10 7QX,52.100733,0.670886,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
CW8 1HS,53.246483,-2.555442,TRACE_AND_LABEL
CA10 1TX,54.675265,-2.563007,SMART_TO_SMART_MEX
PE28 3LU,52.357881,0.010302,TRAD_TO_SMART_MEX
SO19 9FP,50.89185,-1.378223,TRAD_TO_SMART_MEX
EX14 3PA,50.795712,-3.218465,SMART_TO_SMART_MEX
G33 2SN,55.86712,-4.178619,TRAD_TO_SMART_MEX
LS17 9NW,53.858786,-1.50105,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
SL6 5JW,51.526675,-0.758302,TRAD_TO_SMART_MEX
FK10 4EY,56.106383,-3.744291,THREE_PHASE
KT4 8PL,51.382524,-0.227026,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
OX26 3HS,51.90838,-1.153954,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
SA65 9TY,51.986552,-4.814311,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
PE6 7BL,52.633149,-0.350323,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
IP1 6PP,52.082289,1.146626,SMART_TO_SMART_MEX
TN1 2LB,51.139515,0.274344,SMART_TO_SMART_MEX
LN13 0BQ,53.270798,0.076664,TRAD_TO_SMART_MEX
B11 4SB,52.456089,-1.865245,TRAD_TO_SMART_MEX
CA7 8JR,54.713288,-3.014444,TRAD_TO_SMART_MEX
TQ4 5BH,50.434497,-3.56784,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
TA18 7DA,50.890814,-2.789746,METER_REMOVAL
WA7 2EJ,53.336384,-2.701802,TRAD_TO_SMART_MEX
WD17 4YP,51.669374,-0.410569,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
EH7 6LE,55.958274,-3.148781,TRAD_TO_SMART_MEX
SL6 8JH,51.53642,-0.700781,TRAD_TO_SMART_MEX
SR3 3HP,54.874995,-1.425235,TRACE_AND_LABEL
SN7 7QU,51.651968,-1.599323,TRACE_AND_LABEL
G1 1EB,55.859202,-4.251237,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
HR5 3RA,52.174459,-3.15929,ISOLATOR_SWITCH
PR25 1JA,53.689488,-2.714598,METER_MOVE
PO16 0LJ,50.848842,-1.180518,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
SE21 7JS,51.449492,-0.086371,MEDIUM_PRESSURE
BS40 5EJ,51.343801,-2.787421,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
GU16 9XA,51.311313,-0.729574,NEW_CONNECTION
TN17 2AR,51.123258,0.558245,SMART_TO_SMART_MEX
SE8 5SD,51.488753,-0.039483,MEDIUM_PRESSURE
AB39 3YJ,56.940082,-2.353776,SMART_TO_SMART_MEX
CV36 4NF,52.088407,-1.689944,THREE_PHASE
BD10 8QH,53.827134,-1.737151,NEW_CONNECTION
ML8 5JJ,55.752274,-3.882681,POWER_CYCLE
SG18 0BQ,52.092854,-0.267438,POWER_CYCLE
CR8 2NF,51.344149,-0.111126,SMART_TO_SMART_MEX
SK15 3FL,53.504826,-2.015204,TRACE_AND_LABEL
TR6 0DS,50.344763,-5.158571,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
HG5 8LE,54.00076,-1.467836,POWER_CYCLE
EH47 7AZ,55.87708,-3.587728,POWER_CYCLE
YO62 5AF,54.24787,-1.065259,ISOLATOR_SWITCH
KY7 5AB,56.19336,-3.148208,SMART_TO_SMART_MEX
PE30 1LY,52.757146,0.395902,SMART_TO_SMART_MEX
CH8 7EY,53.28587,-3.202208,NEW_CONNECTION
GU2 9PY,51.255788,-0.586968,SMART_TO_SMART_MEX
G81 3AE,55.909326,-4.40967,TRAD_TO_SMART_MEX
DE24 8GY,52.901966,-1.434321,POWER_CYCLE
IV4 7GB,57.480142,-4.470308,TRAD_TO_SMART_MEX
PO5 4DR,50.791334,-1.091844,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
NP7 6AL,51.829665,-3.010416,METER_REMOVAL
DN36 4HL,53.527936,-0.055367,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
NG5 2JR,52.980866,-1.14765,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
DN38 6JP,53.569919,-0.40394,NEW_CONNECTION
RH6 7LJ,51.164915,-0.166757,POWER_CYCLE
IV30 5UJ,57.700715,-3.489908,POWER_CYCLE
N6 5DE,51.574283,-0.13443,NEW_CONNECTION
TN2 4ET,51.146285,0.325178,TRAD_TO_SMART_MEX
SE21 7HJ,51.43426,-0.077109,SMART_TO_SMART_MEX
TN1 2RH,51.138175,0.269718,SMART_TO_SMART_MEX
M5 5FW,53.484467,-2.307985,TRAD_TO_SMART_MEX
DH7 8NJ,54.74918,-1.627178,SMART_TO_SMART_MEX
BN25 3AN,50.781986,0.10626,TRACE_AND_LABEL
EH12 0DE,55.946379,-3.32604,TRAD_TO_SMART_MEX
BB2 7DF,53.76506,-2.500313,POWER_CYCLE
PA21 2BE,55.900041,-5.241423,POWER_CYCLE
NR20 5RT,52.782838,1.011199,THREE_PHASE
N14 6LL,51.624965,-0.12153,SMART_TO_SMART_MEX
IP1 1BJ,52.057221,1.155674,POWER_CYCLE
LE8 6HU,52.572425,-1.182329,POWER_CYCLE
LS12 5QL,53.789173,-1.615534,POWER_CYCLE
IP19 0RG,52.362608,1.495546,POWER_CYCLE
CT19 4BJ,51.086324,1.148598,TRAD_TO_SMART_MEX
BS16 6JT,51.495796,-2.508372,SMART_TO_SMART_MEX
ZE1 0WA,60.143176,-1.270918,TRAD_TO_SMART_MEX
M26 1EQ,53.54084,-2.363124,TRAD_TO_SMART_MEX
LL46 2RY,52.84265,-4.116422,POWER_CYCLE
S45 8DR,53.167086,-1.376783,POWER_CYCLE
G61 1EA,55.912466,-4.336766,SMART_TO_SMART_MEX
CV37 8NW,52.119469,-1.691514,POWER_CYCLE
BD24 9FP,54.071122,-2.284566,THREE_PHASE
NP4 7DX,51.726966,-3.063331,POWER_CYCLE
NW4 1AS,51.594558,-0.222925,SMART_TO_SMART_MEX
SL7 1JY,51.576487,-0.764031,POWER_CYCLE
SW18 5AP,51.443194,-0.200229,SMART_TO_SMART_MEX
SA6 8NL,51.64782,-3.941521,METER_MOVE
SG8 0EA,52.131814,-0.099162,POWER_CYCLE
BN1 6DE,50.836871,-0.138923,NEW_CONNECTION
TN2 5JR,51.116,0.275989,TRACE_AND_LABEL
HR4 8AQ,52.129904,-2.746041,SMART_TO_SMART_MEX
TW18 2HA,51.427276,-0.508987,SMART_TO_SMART_MEX
EX39 4LB,51.056097,-4.178905,METER_REMOVAL
G74 5BZ,55.773729,-4.217507,POWER_CYCLE
RH19 3UR,51.127332,0.005884,POWER_CYCLE
DD11 2AQ,56.556937,-2.599026,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
S72 0BH,53.556438,-1.348842,POWER_CYCLE
WN8 7HG,53.592722,-2.767777,METER_MOVE
EH29 9FJ,55.960122,-3.40481,COMMS_HUB_REPLACEMENT
LA6 2PG,54.197748,-2.659791,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
CH2 4ES,53.216776,-2.853228,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
PL23 1JB,50.330875,-4.642945,NEW_CONNECTION
SK17 6LL,53.253889,-1.914541,SMART_TO_SMART_MEX
CO4 9ES,51.918984,0.909859,POWER_CYCLE
CB1 7TH,52.181457,0.144502,TRAD_TO_SMART_MEX
PR7 4DY,53.607049,-2.613789,POWER_CYCLE
AB15 8UP,57.152894,-2.223321,NEW_CONNECTION
KA29 0AA,55.75761,-4.854941,TRAD_TO_SMART_MEX
IV2 6EP,57.444939,-4.254987,TRAD_TO_SMART_MEX
CA17 4NG,54.429592,-2.428609,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
EH39 5HT,56.055221,-2.789625,SMART_TO_SMART_MEX
TD9 7BN,55.431862,-2.788853,SMART_TO_SMART_MEX
SE22 8UN,51.449845,-0.077077,TRAD_TO_SMART_MEX
SK16 4DW,53.478017,-2.089521,NEW_CONNECTION
DN14 6LD,53.710097,-0.870196,POWER_CYCLE
NN3 8JW,52.26545,-0.839614,SMART_TO_SMART_MEX
AB51 0FE,57.233895,-2.345482,THREE_PHASE
CV32 5DB,52.29053,-1.547788,NEW_CONNECTION
KT5 8JL,51.389033,-0.291063,METER_REMOVAL
BN43 5ES,50.833615,-0.279575,POWER_CYCLE
SA65 9QS,51.984136,-4.976447,SMART_TO_SMART_MEX
G23 5NE,55.906401,-4.294513,METER_MOVE
LA15 8RU,54.158116,-3.179174,DUAL_BAND_OR_ALT_HAN_OR_AERIAL_INSTALLATION
SS6 9PD,51.598347,0.610405,POWER_CYCLE
SK7 3BH,53.378879,-2.154779,POWER_CYCLE
PA5 0PB,55.822526,-4.53576,COMMS_HUB_REPLACEMENT
AB30 1JE,56.831422,-2.47957,TRAD_TO_SMART_MEX
SW20 0BA,51.410024,-0.234796,TRAD_TO_SMART_MEX
PO20 3RH,50.840405,-0.668804,TRACE_AND_LABEL
NG17 1NQ,53.119683,-1.274682,POWER_CYCLE
